attempt_id,transaction_id,decision,decline_reason,auth_ts
AUTH-000402,TXN-000310,approved,,2026-06-20T06:13:33Z
AUTH-000403,TXN-001997,approved,,2026-06-16T22:51:15Z
AUTH-000404,TXN-001325,declined,do_not_honour,2026-06-23T19:08:42Z
AUTH-000405,TXN-000988,approved,,2026-07-24T10:44:55Z
AUTH-000406,TXN-001707,approved,,2026-06-26T10:02:52Z
AUTH-000407,TXN-001282,approved,,2026-06-27T10:09:52Z
AUTH-000408,TXN-000298,approved,,2026-07-04T01:16:52Z
AUTH-000409,TXN-001072,approved,,2026-06-12T12:44:35Z
AUTH-000410,TXN-001287,approved,,2026-06-21T12:25:20Z
AUTH-000411,TXN-001358,approved,,2026-06-10T08:13:11Z
AUTH-000412,TXN-000638,approved,,2026-06-29T00:58:19Z
AUTH-000413,TXN-000158,approved,,2026-06-30T11:45:41Z
AUTH-000414,TXN-000179,approved,,2026-06-16T06:21:20Z
AUTH-000415,TXN-001958,approved,,2026-06-06T08:37:27Z
AUTH-000416,TXN-000214,approved,,2026-06-25T08:22:26Z
AUTH-000417,TXN-000259,approved,,2026-06-13T19:36:12Z
AUTH-000418,TXN-000849,approved,,2026-06-07T03:38:54Z
AUTH-000419,TXN-000166,approved,,2026-06-15T09:51:01Z
AUTH-000420,TXN-001698,approved,,2026-06-09T05:30:06Z
AUTH-000421,TXN-000446,approved,,2026-06-19T11:39:28Z
AUTH-000422,TXN-001345,approved,,2026-06-23T13:19:56Z
AUTH-000423,TXN-001699,approved,,2026-06-14T12:27:14Z
AUTH-000424,TXN-000168,approved,,2026-06-13T20:57:20Z
AUTH-000425,TXN-001982,approved,,2026-07-02T09:18:59Z
AUTH-000426,TXN-001998,approved,,2026-06-30T04:02:58Z
AUTH-000427,TXN-000292,declined,incorrect_pin,2026-07-01T22:46:26Z
AUTH-000428,TXN-000263,approved,,2026-06-09T15:49:16Z
AUTH-000429,TXN-000934,approved,,2026-06-23T14:03:50Z
AUTH-000430,TXN-000506,approved,,2026-07-02T10:03:14Z
AUTH-000431,TXN-000811,approved,,2026-07-03T05:02:56Z
AUTH-000432,TXN-999999,approved,,2026-06-15T09:40:09Z
AUTH-000433,TXN-001771,approved,,2026-07-04T19:16:13Z
AUTH-000434,TXN-001064,approved,,2026-07-18T12:43:44Z
AUTH-000435,TXN-999999,approved,,2026-06-12T11:04:22Z
AUTH-000436,TXN-000876,approved,,2026-06-16T22:38:19Z
AUTH-000437,TXN-001661,approved,,2026-06-06T14:44:35Z
AUTH-000438,TXN-001636,approved,,2026-06-27T03:30:15Z
AUTH-000439,TXN-000665,approved,,2026-06-18T21:16:05Z
AUTH-000440,TXN-000240,approved,,2026-06-22T13:57:49Z
AUTH-000441,TXN-001494,approved,,2026-06-07T20:24:17Z
AUTH-000442,TXN-001934,approved,,2026-06-18T15:37:39Z
AUTH-000443,TXN-000237,approved,,2026-11-04T17:38:50Z
AUTH-000444,TXN-000931,approved,,2026-06-12T08:22:35Z
AUTH-000445,TXN-000130,approved,,2026-06-13T16:10:37Z
AUTH-000446,TXN-001370,approved,,2026-06-05T11:00:48Z
AUTH-000447,TXN-000482,approved,,2026-06-10T17:35:04Z
AUTH-000448,TXN-001303,approved,,2026-06-12T05:17:57Z
AUTH-000449,TXN-000935,approved,,2026-06-26T01:10:37Z
AUTH-000450,TXN-000138,approved,,2026-06-13T15:25:47Z
AUTH-000451,TXN-001701,approved,,2026-06-27T00:43:57Z
AUTH-000452,TXN-001831,declined,expired_card,2026-07-16T15:40:39Z
AUTH-000453,TXN-001159,approved,,2026-06-23T17:20:17Z
AUTH-000454,TXN-001811,approved,,2026-10-28T19:45:50Z
AUTH-000455,TXN-000952,approved,,2026-06-06T01:57:30Z
AUTH-000456,TXN-000881,declined,suspected_fraud,2026-06-16T10:40:47Z
AUTH-000457,TXN-000632,approved,,2026-06-24T20:10:51Z
AUTH-000458,TXN-000209,approved,,2026-06-16T06:53:54Z
AUTH-000459,TXN-001018,approved,,2026-07-04T11:14:46Z
AUTH-000460,TXN-001495,approved,,2026-06-09T01:48:50Z
AUTH-000461,TXN-001887,approved,,2026-06-22T07:57:19Z
AUTH-000462,TXN-001940,approved,,2026-06-30T02:16:56Z
AUTH-000463,TXN-000697,approved,,2026-07-05T16:25:46Z
AUTH-000464,TXN-001862,approved,,2026-06-07T01:39:44Z
AUTH-000465,TXN-001746,approved,,2026-06-13T22:14:18Z
AUTH-000466,TXN-000173,approved,,2026-06-12T13:34:57Z
AUTH-000467,TXN-001725,approved,,2026-06-21T08:45:10Z
AUTH-000468,TXN-001670,declined,insufficient_funds,2026-06-26T09:50:28Z
AUTH-000469,TXN-000509,approved,,2026-06-21T05:26:46Z
AUTH-000470,TXN-001370,approved,,2026-06-05T11:00:48Z
AUTH-000471,TXN-001784,approved,,2026-07-03T15:14:25Z
AUTH-000472,TXN-000873,approved,,2026-06-16T09:37:10Z
AUTH-000473,TXN-001949,approved,,2026-06-07T22:11:33Z
AUTH-000474,TXN-999999,approved,,2026-06-28T00:48:02Z
AUTH-000475,TXN-000869,approved,,2026-06-14T01:10:25Z
AUTH-000476,TXN-001636,approved,,2026-06-27T03:30:15Z
AUTH-000477,TXN-001353,approved,,2026-06-30T06:26:02Z
AUTH-000478,TXN-001097,approved,,2026-06-11T07:48:15Z
AUTH-000479,TXN-000122,approved,,2026-06-13T18:29:26Z
AUTH-000480,TXN-001659,approved,,2026-06-21T20:48:32Z
AUTH-000481,TXN-001492,approved,,2026-06-05T10:32:30Z
AUTH-000482,TXN-000741,approved,,2026-06-22T15:14:54Z
AUTH-000483,TXN-000353,approved,,2026-07-03T00:03:37Z
AUTH-000484,TXN-000840,approved,,2026-06-30T00:07:00Z
AUTH-000485,TXN-000940,approved,,2026-06-25T08:02:22Z
AUTH-000486,TXN-001616,approved,,2026-06-23T08:36:40Z
AUTH-000487,TXN-001152,approved,,2026-06-08T11:59:41Z
AUTH-000488,TXN-001801,approved,,2026-06-21T23:49:02Z
AUTH-000489,TXN-000187,declined,incorrect_pin,2026-06-26T15:32:45Z
AUTH-000490,TXN-000303,approved,,2026-06-18T23:21:25Z
AUTH-000491,TXN-001953,approved,,2026-06-17T17:22:21Z
AUTH-000492,TXN-000084,approved,,2026-07-05T10:53:21Z
AUTH-000493,TXN-000554,approved,,2026-06-09T01:58:09Z
AUTH-000494,TXN-000358,approved,,2027-04-12T08:33:55Z
AUTH-000495,TXN-000208,approved,,2026-06-29T01:52:58Z
AUTH-000496,TXN-000565,approved,,2026-06-16T18:29:55Z
AUTH-000497,TXN-000541,approved,,2026-07-02T02:32:12Z
AUTH-000498,TXN-999999,approved,,2026-06-26T17:28:56Z
AUTH-000499,TXN-001389,declined,insufficient_funds,2026-06-27T11:16:50Z
AUTH-000500,TXN-000440,approved,,2026-06-10T05:43:13Z
AUTH-000501,TXN-001646,approved,,2026-08-03T10:11:07Z
AUTH-000502,TXN-000115,approved,,2026-06-17T08:31:31Z
AUTH-000503,TXN-000770,approved,,2026-06-25T04:15:17Z
AUTH-000504,TXN-001945,approved,,2026-06-15T06:54:19Z
AUTH-000505,TXN-000768,approved,,2026-06-19T21:49:53Z
AUTH-000506,TXN-001251,declined,suspected_fraud,2026-06-09T10:54:59Z
AUTH-000507,TXN-000437,approved,,2026-06-20T10:37:03Z
AUTH-000508,TXN-001133,approved,,2026-07-02T13:32:04Z
AUTH-000509,TXN-001311,approved,,2027-01-30T18:52:24Z
AUTH-000510,TXN-000220,approved,,2026-06-09T18:54:26Z
AUTH-000511,TXN-001552,approved,,2026-06-27T07:23:39Z
AUTH-000512,TXN-000665,declined,insufficient_funds,2026-06-18T21:16:05Z
AUTH-000513,TXN-999999,approved,,2026-06-20T18:15:30Z
AUTH-000514,TXN-999999,approved,,2026-07-02T23:02:41Z
AUTH-000515,TXN-000257,declined,incorrect_pin,2026-06-08T16:56:17Z
AUTH-000516,TXN-000761,approved,,2026-06-05T16:35:20Z
AUTH-000517,TXN-000472,approved,,2027-01-17T11:02:10Z
AUTH-000518,TXN-001812,declined,suspected_fraud,2026-06-20T04:19:07Z
AUTH-000519,TXN-000441,approved,,2026-07-05T01:44:41Z
AUTH-000520,TXN-000613,approved,,2026-06-08T05:36:33Z
AUTH-000521,TXN-000221,approved,,2026-06-09T07:37:13Z
AUTH-000522,TXN-001413,approved,,2026-06-22T19:37:55Z
AUTH-000523,TXN-001839,approved,,2026-07-04T15:34:40Z
AUTH-000524,TXN-001630,approved,,2026-06-14T15:44:58Z
AUTH-000525,TXN-001568,declined,do_not_honour,2026-06-11T15:35:34Z
AUTH-000526,TXN-000758,approved,,2026-06-20T07:43:00Z
AUTH-000527,TXN-999999,approved,,2026-06-16T17:22:06Z
AUTH-000528,TXN-000725,declined,expired_card,2026-06-18T19:33:42Z
AUTH-000529,TXN-000097,approved,,2026-06-06T21:25:41Z
AUTH-000530,TXN-001263,approved,,2027-04-03T21:49:23Z
AUTH-000531,TXN-001835,approved,,2026-06-25T14:28:11Z
AUTH-000532,TXN-001385,approved,,2026-06-10T12:39:47Z
AUTH-000533,TXN-000092,approved,,2026-07-26T09:40:30Z
AUTH-000534,TXN-000534,approved,,2026-07-05T06:26:16Z
AUTH-000535,TXN-000847,declined,insufficient_funds,2026-06-16T17:58:43Z
AUTH-000536,TXN-001764,approved,,2026-06-17T13:53:09Z
AUTH-000537,TXN-001068,approved,,2026-06-18T08:38:49Z
AUTH-000538,TXN-000031,approved,,2026-06-30T00:55:04Z
AUTH-000539,TXN-000016,approved,,2026-06-14T13:04:51Z
AUTH-000540,TXN-001113,approved,,2026-06-25T18:23:37Z
AUTH-000541,TXN-001742,approved,,2026-06-14T12:18:30Z
AUTH-000542,TXN-000722,approved,,2026-06-22T19:14:20Z
AUTH-000543,TXN-001869,approved,,2026-06-19T23:26:37Z
AUTH-000544,TXN-000207,approved,,2026-06-26T03:53:14Z
AUTH-000545,TXN-001231,approved,,2026-07-20T06:07:03Z
AUTH-000546,TXN-000983,declined,incorrect_pin,2026-06-28T13:16:51Z
AUTH-000547,TXN-001747,approved,,2026-06-14T12:46:27Z
AUTH-000548,TXN-001721,approved,,2026-06-24T13:53:42Z
AUTH-000549,TXN-000969,approved,,2026-06-18T09:31:50Z
AUTH-000550,TXN-000017,approved,,2026-06-25T16:58:28Z
AUTH-000551,TXN-000063,approved,,2026-06-27T16:49:16Z
AUTH-000552,TXN-001063,declined,expired_card,2026-07-26T09:13:06Z
AUTH-000553,TXN-001909,approved,,2026-06-05T11:48:26Z
AUTH-000554,TXN-000014,approved,,2026-06-12T13:33:39Z
AUTH-000555,TXN-000977,approved,,2026-06-15T12:19:31Z
AUTH-000556,TXN-000556,approved,,2026-06-10T21:28:01Z
AUTH-000557,TXN-001462,declined,expired_card,2026-06-07T04:33:41Z
AUTH-000558,TXN-001585,approved,,2026-06-23T14:59:56Z
AUTH-000559,TXN-000701,declined,expired_card,2026-07-16T06:31:48Z
AUTH-000560,TXN-000384,approved,,2026-06-16T20:34:56Z
AUTH-000561,TXN-999999,declined,suspected_fraud,2026-06-30T15:10:54Z
AUTH-000562,TXN-000401,approved,,2026-06-23T09:39:52Z
AUTH-000563,TXN-001910,approved,,2026-06-05T13:53:01Z
AUTH-000564,TXN-001304,approved,,2026-07-04T21:03:51Z
AUTH-000565,TXN-001639,approved,,2026-06-05T09:00:59Z
AUTH-000566,TXN-001102,approved,,2026-08-25T04:57:38Z
AUTH-000567,TXN-000364,approved,,2026-07-01T04:14:37Z
AUTH-000568,TXN-000325,declined,suspected_fraud,2026-06-29T13:21:17Z
AUTH-000569,TXN-001270,approved,,2026-06-07T10:49:18Z
AUTH-000570,TXN-000122,approved,,2026-06-13T18:29:26Z
AUTH-000571,TXN-001759,approved,,2027-06-03T22:47:28Z
AUTH-000572,TXN-000984,approved,,2026-08-02T09:50:00Z
AUTH-000573,TXN-000244,declined,suspected_fraud,2026-06-08T01:52:43Z
AUTH-000574,TXN-001364,approved,,2026-06-10T18:07:39Z
AUTH-000575,TXN-001318,approved,,2026-06-30T22:23:45Z
AUTH-000576,TXN-001702,approved,,2026-06-22T20:35:05Z
AUTH-000577,TXN-001821,approved,,2026-06-12T16:56:00Z
AUTH-000578,TXN-001426,approved,,2026-07-02T06:16:29Z
AUTH-000579,TXN-000007,approved,,2026-06-19T09:51:12Z
AUTH-000580,TXN-001616,approved,,2026-06-23T08:36:40Z
AUTH-000581,TXN-001708,approved,,2026-07-05T23:46:05Z
AUTH-000582,TXN-000012,approved,,2026-07-01T13:12:37Z
AUTH-000583,TXN-001849,approved,,2026-06-25T00:20:15Z
AUTH-000584,TXN-001645,approved,,2026-11-09T16:49:54Z
AUTH-000585,TXN-000216,declined,suspected_fraud,2026-07-12T16:21:54Z
AUTH-000586,TXN-000503,approved,,2026-07-25T05:33:39Z
AUTH-000587,TXN-999999,approved,,2026-06-09T12:38:16Z
AUTH-000588,TXN-000398,approved,,2026-06-14T14:04:26Z
AUTH-000589,TXN-000957,declined,insufficient_funds,2026-06-09T12:28:58Z
AUTH-000590,TXN-000669,approved,,2026-06-19T00:12:21Z
AUTH-000591,TXN-001702,approved,,2026-06-22T20:35:05Z
AUTH-000592,TXN-000582,declined,incorrect_pin,2026-06-27T01:05:03Z
AUTH-000593,TXN-001399,approved,,2026-07-01T19:43:41Z
AUTH-000594,TXN-000555,declined,do_not_honour,2026-06-12T03:53:41Z
AUTH-000595,TXN-000300,approved,,2026-06-23T10:22:22Z
AUTH-000596,TXN-001344,approved,,2026-07-20T11:07:39Z
AUTH-000597,TXN-001553,declined,suspected_fraud,2026-06-20T02:42:08Z
AUTH-000598,TXN-000834,approved,,2026-06-30T10:26:36Z
AUTH-000599,TXN-000384,approved,,2026-06-16T20:34:56Z
AUTH-000600,TXN-001718,approved,,2026-06-06T13:27:35Z
AUTH-000601,TXN-001191,approved,,2026-07-04T18:26:59Z
AUTH-000602,TXN-000142,approved,,2026-06-15T05:04:34Z
AUTH-000603,TXN-001596,approved,,2026-07-05T13:25:20Z
AUTH-000604,TXN-001477,approved,,2026-06-25T20:19:16Z
AUTH-000605,TXN-001760,approved,,2026-06-25T13:08:18Z
AUTH-000606,TXN-000228,declined,expired_card,2026-07-05T01:02:53Z
AUTH-000607,TXN-000879,approved,,2026-06-20T16:46:29Z
AUTH-000608,TXN-000130,approved,,2026-06-13T16:10:37Z
AUTH-000609,TXN-000484,approved,,2026-07-02T01:46:27Z
AUTH-000610,TXN-000791,approved,,2026-06-14T13:35:55Z
AUTH-000611,TXN-000060,approved,,2026-06-30T19:16:10Z
AUTH-000612,TXN-001763,approved,,2026-06-20T18:51:12Z
AUTH-000613,TXN-000793,approved,,2026-06-08T13:05:33Z
AUTH-000614,TXN-001216,approved,,2026-06-27T22:24:45Z
AUTH-000615,TXN-001804,declined,expired_card,2026-06-25T20:55:15Z
AUTH-000616,TXN-000022,approved,,2026-06-29T09:25:28Z
AUTH-000617,TXN-001085,approved,,2026-06-19T13:30:18Z
AUTH-000618,TXN-001119,approved,,2026-06-26T03:04:22Z
AUTH-000619,TXN-000872,approved,,2026-06-05T08:09:21Z
AUTH-000620,TXN-000241,approved,,2026-06-28T08:58:01Z
AUTH-000621,TXN-999999,approved,,2026-07-03T21:18:51Z
AUTH-000622,TXN-000526,approved,,2026-07-01T21:31:31Z
AUTH-000623,TXN-000458,approved,,2026-06-23T08:23:06Z
AUTH-000624,TXN-000222,approved,,2026-06-26T18:18:47Z
AUTH-000625,TXN-001393,approved,,2026-06-24T10:39:44Z
AUTH-000626,TXN-001581,approved,,2026-06-27T07:41:49Z
AUTH-000627,TXN-001215,approved,,2026-06-30T07:46:15Z
AUTH-000628,TXN-000124,approved,,2026-06-13T03:43:31Z
AUTH-000629,TXN-999999,approved,,2026-06-11T04:03:01Z
AUTH-000630,TXN-001059,declined,do_not_honour,2026-06-14T22:03:27Z
AUTH-000631,TXN-001300,approved,,2026-06-24T19:14:50Z
AUTH-000632,TXN-001340,approved,,2026-06-14T15:56:00Z
AUTH-000633,TXN-000154,approved,,2026-06-18T07:07:03Z
AUTH-000634,TXN-000421,approved,,2026-06-18T19:55:23Z
AUTH-000635,TXN-001506,approved,,2026-06-19T20:09:40Z
AUTH-000636,TXN-000171,declined,do_not_honour,2026-06-14T00:57:41Z
AUTH-000637,TXN-999999,approved,,2026-06-26T07:21:50Z
AUTH-000638,TXN-000689,approved,,2026-06-14T21:10:45Z
AUTH-000639,TXN-000412,approved,,2026-06-05T12:13:25Z
AUTH-000640,TXN-001494,approved,,2026-06-07T20:24:17Z
AUTH-000641,TXN-001292,approved,,2026-06-07T06:08:51Z
AUTH-000642,TXN-000424,approved,,2026-08-04T21:39:08Z
AUTH-000643,TXN-001168,declined,do_not_honour,2026-06-16T14:42:06Z
AUTH-000644,TXN-999999,approved,,2026-06-18T14:29:01Z
AUTH-000645,TXN-000761,approved,,2026-06-05T16:35:20Z
AUTH-000646,TXN-000344,approved,,2026-06-20T15:34:08Z
AUTH-000647,TXN-000709,approved,,2026-06-24T18:15:31Z
AUTH-000648,TXN-000350,approved,,2026-07-01T15:09:46Z
AUTH-000649,TXN-000998,approved,,2026-06-10T22:22:35Z
AUTH-000650,TXN-001658,approved,,2026-06-29T06:30:10Z
AUTH-000651,TXN-001042,approved,,2026-06-19T18:10:07Z
AUTH-000652,TXN-000373,approved,,2026-06-25T07:15:53Z
AUTH-000653,TXN-001422,approved,,2026-06-10T07:10:25Z
AUTH-000654,TXN-001899,approved,,2026-06-18T18:08:28Z
AUTH-000655,TXN-001452,approved,,2026-06-29T06:47:30Z
AUTH-000656,TXN-000495,approved,,2026-12-17T18:35:41Z
AUTH-000657,TXN-001348,approved,,2026-07-05T15:54:59Z
AUTH-000658,TXN-000478,declined,insufficient_funds,2026-07-02T05:43:46Z
AUTH-000659,TXN-000375,approved,,2026-06-10T18:22:29Z
AUTH-000660,TXN-000584,approved,,2026-06-24T08:39:38Z
AUTH-000661,TXN-001984,approved,,2026-06-18T03:22:40Z
AUTH-000662,TXN-000294,approved,,2026-06-27T15:25:42Z
AUTH-000663,TXN-000140,approved,,2026-09-19T02:20:40Z
AUTH-000664,TXN-000940,approved,,2026-06-25T08:02:22Z
AUTH-000665,TXN-001222,approved,,2026-06-26T17:28:56Z
AUTH-000666,TXN-000289,approved,,2026-07-05T10:25:49Z
AUTH-000667,TXN-001322,approved,,2026-07-02T21:39:09Z
AUTH-000668,TXN-001130,declined,suspected_fraud,2026-06-25T20:57:23Z
AUTH-000669,TXN-000786,declined,insufficient_funds,2026-06-26T01:29:45Z
AUTH-000670,TXN-000357,approved,,2026-06-15T04:13:25Z
AUTH-000671,TXN-001811,approved,,2026-10-28T19:45:50Z
AUTH-000672,TXN-001256,declined,expired_card,2026-06-13T15:12:56Z
AUTH-000673,TXN-001696,approved,,2026-06-06T13:18:33Z
AUTH-000674,TXN-000950,approved,,2026-08-01T23:24:36Z
AUTH-000675,TXN-000551,approved,,2026-06-05T05:30:45Z
AUTH-000676,TXN-000994,approved,,2026-06-29T23:01:13Z
AUTH-000677,TXN-001677,approved,,2026-06-23T02:09:53Z
AUTH-000678,TXN-001890,approved,,2026-12-22T17:23:01Z
AUTH-000679,TXN-000834,declined,incorrect_pin,2026-06-30T10:26:36Z
AUTH-000680,TXN-001740,approved,,2026-06-14T20:23:59Z
AUTH-000681,TXN-001303,approved,,2026-06-12T05:17:57Z
AUTH-000682,TXN-001436,approved,,2026-12-04T23:47:21Z
AUTH-000683,TXN-001849,approved,,2026-06-25T00:20:15Z
AUTH-000684,TXN-000054,approved,,2026-06-19T09:00:59Z
AUTH-000685,TXN-001784,approved,,2026-07-03T15:14:25Z
AUTH-000686,TXN-001912,approved,,2026-06-05T01:10:21Z
AUTH-000687,TXN-000127,declined,suspected_fraud,2026-06-25T08:57:16Z
AUTH-000688,TXN-000622,approved,,2026-06-11T03:50:22Z
AUTH-000689,TXN-001735,approved,,2026-06-25T23:29:54Z
AUTH-000690,TXN-000404,declined,insufficient_funds,2026-07-05T00:47:51Z
AUTH-000691,TXN-000434,approved,,2026-06-13T04:41:40Z
AUTH-000692,TXN-000079,approved,,2026-07-03T21:18:51Z
AUTH-000693,TXN-001876,approved,,2026-06-17T15:17:28Z
AUTH-000694,TXN-001882,approved,,2026-06-26T18:41:26Z
AUTH-000695,TXN-999999,approved,,2026-06-16T22:35:06Z
AUTH-000696,TXN-000567,approved,,2026-06-30T04:27:52Z
AUTH-000697,TXN-001088,approved,,2026-06-20T14:43:14Z
AUTH-000698,TXN-001651,approved,,2026-06-08T23:16:39Z
AUTH-000699,TXN-001257,approved,,2026-06-16T16:34:10Z
AUTH-000700,TXN-999999,approved,,2026-06-24T19:38:26Z
AUTH-000701,TXN-001094,approved,,2026-06-28T20:10:18Z
AUTH-000702,TXN-999999,approved,,2026-06-10T05:43:13Z
AUTH-000703,TXN-000223,approved,,2026-07-04T11:03:33Z
AUTH-000704,TXN-001000,approved,,2026-06-24T12:29:22Z
AUTH-000705,TXN-001297,approved,,2026-06-28T21:59:22Z
AUTH-000706,TXN-001892,approved,,2026-06-19T23:25:37Z
AUTH-000707,TXN-001620,approved,,2026-06-05T06:22:59Z
AUTH-000708,TXN-001317,approved,,2026-06-13T12:34:16Z
AUTH-000709,TXN-000713,declined,suspected_fraud,2026-06-11T18:55:05Z
AUTH-000710,TXN-000406,approved,,2026-06-08T23:13:44Z
AUTH-000711,TXN-001675,approved,,2026-06-25T13:49:16Z
AUTH-000712,TXN-001824,approved,,2026-06-20T13:09:50Z
AUTH-000713,TXN-000962,approved,,2026-06-15T02:44:56Z
AUTH-000714,TXN-000150,approved,,2026-06-26T22:35:43Z
AUTH-000715,TXN-000133,approved,,2026-06-15T09:06:37Z
AUTH-000716,TXN-000747,approved,,2026-06-13T17:32:38Z
AUTH-000717,TXN-000619,approved,,2026-06-08T08:45:11Z
AUTH-000718,TXN-000096,approved,,2026-07-03T04:03:16Z
AUTH-000719,TXN-000514,approved,,2026-06-12T19:56:26Z
AUTH-000720,TXN-000719,approved,,2026-07-03T04:59:24Z
AUTH-000721,TXN-999999,approved,,2026-07-02T16:28:14Z
AUTH-000722,TXN-000139,approved,,2026-06-21T13:39:55Z
AUTH-000723,TXN-000276,approved,,2026-06-10T09:03:41Z
AUTH-000724,TXN-000955,approved,,2026-06-27T13:31:40Z
AUTH-000725,TXN-000832,approved,,2026-06-06T01:26:15Z
AUTH-000726,TXN-001856,approved,,2026-06-29T19:19:39Z
AUTH-000727,TXN-001547,approved,,2026-06-13T19:50:52Z
AUTH-000728,TXN-000150,approved,,2026-06-26T22:35:43Z
AUTH-000729,TXN-000049,approved,,2026-06-29T22:27:50Z
AUTH-000730,TXN-001040,approved,,2026-06-16T17:55:51Z
AUTH-000731,TXN-000653,approved,,2026-06-18T06:54:34Z
AUTH-000732,TXN-001155,approved,,2026-06-28T04:54:32Z
AUTH-000733,TXN-000449,approved,,2026-06-13T21:02:31Z
AUTH-000734,TXN-000981,approved,,2026-06-23T00:41:33Z
AUTH-000735,TXN-001286,approved,,2026-06-30T16:00:49Z
AUTH-000736,TXN-000689,approved,,2026-06-14T21:10:45Z
AUTH-000737,TXN-000297,approved,,2026-11-15T13:11:39Z
AUTH-000738,TXN-000222,approved,,2026-06-26T18:18:47Z
AUTH-000739,TXN-001643,approved,,2026-07-03T18:18:04Z
AUTH-000740,TXN-000564,approved,,2026-06-07T08:43:43Z
AUTH-000741,TXN-000594,approved,,2026-06-23T21:10:19Z
AUTH-000742,TXN-000623,approved,,2026-06-09T20:00:55Z
AUTH-000743,TXN-999999,declined,incorrect_pin,2026-06-25T07:15:53Z
AUTH-000744,TXN-000221,approved,,2026-06-09T07:37:13Z
AUTH-000745,TXN-001457,approved,,2026-06-30T18:28:00Z
AUTH-000746,TXN-001002,approved,,2027-05-22T11:17:24Z
AUTH-000747,TXN-001339,declined,suspected_fraud,2026-06-07T17:36:12Z
AUTH-000748,TXN-000460,approved,,2026-06-12T10:14:25Z
AUTH-000749,TXN-001631,approved,,2026-06-30T20:29:54Z
AUTH-000750,TXN-001354,approved,,2026-06-08T11:41:43Z
AUTH-000751,TXN-000504,approved,,2026-06-22T21:30:42Z
AUTH-000752,TXN-001177,approved,,2027-05-03T18:05:43Z
AUTH-000753,TXN-000891,approved,,2026-07-02T12:05:20Z
AUTH-000754,TXN-000568,approved,,2026-07-04T10:48:18Z
AUTH-000755,TXN-000457,approved,,2026-06-24T02:43:12Z
AUTH-000756,TXN-001054,approved,,2026-06-23T18:15:15Z
AUTH-000757,TXN-000795,approved,,2027-06-18T21:32:48Z
AUTH-000758,TXN-001572,approved,,2026-07-28T07:40:03Z
AUTH-000759,TXN-001363,approved,,2026-06-07T06:22:58Z
AUTH-000760,TXN-001895,approved,,2026-06-05T10:34:42Z
AUTH-000761,TXN-001057,approved,,2026-06-16T17:22:06Z
AUTH-000762,TXN-000365,approved,,2026-06-21T08:28:35Z
AUTH-000763,TXN-000633,approved,,2026-06-18T06:50:44Z
AUTH-000764,TXN-000731,approved,,2026-06-26T15:00:52Z
AUTH-000765,TXN-001749,approved,,2026-06-28T08:48:37Z
AUTH-000766,TXN-001388,approved,,2026-07-03T10:20:07Z
AUTH-000767,TXN-001459,approved,,2027-02-20T00:27:53Z
AUTH-000768,TXN-001708,approved,,2026-07-05T23:46:05Z
AUTH-000769,TXN-001058,declined,do_not_honour,2026-06-21T09:10:16Z
AUTH-000770,TXN-001214,declined,suspected_fraud,2026-06-21T04:11:37Z
AUTH-000771,TXN-001188,approved,,2026-06-07T02:18:18Z
AUTH-000772,TXN-000348,approved,,2026-08-01T17:32:22Z
AUTH-000773,TXN-001372,approved,,2026-07-18T23:07:20Z
AUTH-000774,TXN-001488,declined,do_not_honour,2026-06-29T06:57:50Z
AUTH-000775,TXN-001780,approved,,2026-06-21T03:21:56Z
AUTH-000776,TXN-001989,approved,,2026-06-29T02:59:13Z
AUTH-000777,TXN-000156,approved,,2027-03-07T07:23:05Z
AUTH-000778,TXN-001785,approved,,2026-06-12T10:22:00Z
AUTH-000779,TXN-001632,approved,,2026-09-04T04:54:57Z
AUTH-000780,TXN-999999,approved,,2026-07-01T13:12:37Z
AUTH-000781,TXN-000391,approved,,2026-07-04T13:06:15Z
AUTH-000782,TXN-000032,approved,,2026-06-14T00:38:13Z
AUTH-000783,TXN-001277,approved,,2026-06-12T04:59:51Z
AUTH-000784,TXN-000059,approved,,2026-06-12T17:57:09Z
AUTH-000785,TXN-001653,approved,,2026-06-13T06:14:23Z
AUTH-000786,TXN-000551,approved,,2026-06-05T05:30:45Z
AUTH-000787,TXN-001765,declined,expired_card,2026-06-27T20:56:50Z
AUTH-000788,TXN-000783,approved,,2026-06-17T02:20:02Z
AUTH-000789,TXN-001063,approved,,2026-06-16T01:46:50Z
AUTH-000790,TXN-001742,approved,,2026-06-14T12:18:30Z
AUTH-000791,TXN-001117,approved,,2026-06-12T12:40:37Z
AUTH-000792,TXN-000147,approved,,2026-06-11T17:53:26Z
AUTH-000793,TXN-001902,approved,,2026-07-04T00:12:12Z
AUTH-000794,TXN-001499,approved,,2026-07-03T04:24:04Z
AUTH-000795,TXN-001268,approved,,2026-06-12T01:33:56Z
AUTH-000796,TXN-001957,approved,,2026-06-27T00:49:01Z
AUTH-000797,TXN-000559,approved,,2026-06-26T22:37:07Z
AUTH-000798,TXN-000897,declined,suspected_fraud,2026-06-27T04:47:01Z
AUTH-000799,TXN-000395,approved,,2026-06-27T01:44:02Z
AUTH-000800,TXN-001851,approved,,2026-06-10T12:08:27Z
AUTH-000801,TXN-001956,approved,,2026-07-05T13:03:32Z
AUTH-000802,TXN-000050,approved,,2026-06-17T12:05:45Z
AUTH-000803,TXN-000988,approved,,2026-06-26T15:25:05Z
