transaction_id,account_id,card_id,merchant_id,channel,amount,currency,txn_ts,status
TXN-000233,ACC-0185,CARD-0015,MCH-0034,online,30.24,AUD,2026-06-25T15:34:35Z,settled
TXN-000234,ACC-0093,CARD-0149,MCH-0161,pos,366.59,AUD,2026-06-16T08:17:58Z,settled
TXN-000235,ACC-0014,CARD-0070,,mobile,480.92,AUD,2026-06-07T15:09:49Z,settled
TXN-000236,ACC-0201,CARD-0052,MCH-0077,pos,222.84,AUD,2026-06-09T15:54:37Z,settled
TXN-000237,ACC-0038,CARD-0045,MCH-0169,pos,171.26,AUD,2026-11-04T17:38:50Z,declined
TXN-000238,ACC-9999,CARD-9999,MCH-0188,pos,480.63,AUD,2026-06-18T09:06:56Z,settled
TXN-000239,ACC-0196,CARD-0129,MCH-0092,online,176.89,AUD,2026-07-02T22:13:13Z,settled
TXN-000240,ACC-0217,CARD-0260,MCH-0193,pos,155.25,AUD,2026-06-22T13:57:49Z,settled
TXN-000241,ACC-0162,CARD-0116,MCH-0160,mobile,445.73,AUD,2026-06-28T08:58:01Z,settled
TXN-000242,ACC-0146,CARD-0204,MCH-0123,pos,200.35,AUD,2026-06-14T12:13:35Z,settled
TXN-000243,ACC-0191,CARD-0105,MCH-0029,atm,177.86,AUD,2026-06-24T16:03:56Z,settled
TXN-000244,ACC-0023,CARD-0261,MCH-0138,pos,342.61,AUD,2026-06-08T01:52:43Z,settled
TXN-000245,ACC-0154,CARD-0251,MCH-0095,online,326.61,AUD,2026-07-05T21:35:04Z,settled
TXN-000246,ACC-0157,CARD-0090,MCH-0130,atm,137.59,AUD,2026-07-01T21:29:07Z,settled
TXN-000247,ACC-0080,CARD-0207,MCH-0040,atm,220.41,AUD,2026-06-22T03:55:58Z,settled
TXN-000248,ACC-0212,CARD-0038,MCH-0090,online,323.52,AUD,2026-06-12T15:40:59Z,settled
TXN-000249,ACC-0049,CARD-0134,MCH-0095,atm,378.09,AUD,2026-06-08T12:26:17Z,settled
TXN-000250,ACC-0186,CARD-0092,MCH-0016,online,151.06,AUD,2026-06-23T18:33:47Z,settled
TXN-000183,ACC-0043,CARD-0136,MCH-0148,pos,149.53,AUD,2026-06-06T14:28:07Z,settled
TXN-000251,ACC-0133,CARD-0201,MCH-0178,atm,483.54,AUD,2026-06-13T16:20:37Z,declined
TXN-000252,ACC-0186,CARD-0250,MCH-0016,atm,64.01,AUD,2026-06-14T15:53:02Z,settled
TXN-000253,ACC-0044,CARD-0179,MCH-0005,online,53.90,AUD,2026-06-21T10:45:33Z,authorized
TXN-000254,ACC-0215,CARD-0004,MCH-0156,mobile,424.68,AUD,2026-06-14T22:30:47Z,settled
TXN-000255,ACC-0042,CARD-0133,MCH-0092,pos,435.31,GBP,2026-06-09T07:12:35Z,settled
TXN-000256,ACC-0209,CARD-0132,MCH-0198,mobile,441.35,AUD,2026-06-28T15:23:38Z,settled
TXN-000257,ACC-9999,CARD-9999,MCH-0185,online,69.58,AUD,2026-06-08T16:56:17Z,settled
TXN-000258,ACC-0104,CARD-0263,MCH-0069,online,361.09,AUD,2026-06-21T16:05:33Z,settled
TXN-000259,ACC-0150,CARD-0178,MCH-0038,online,252.34,AUD,2026-06-13T19:36:12Z,settled
TXN-000260,ACC-0187,CARD-0115,MCH-0072,online,232.93,AUD,2026-06-30T00:56:58Z,settled
TXN-000261,ACC-0042,CARD-0093,MCH-0039,atm,183.02,AUD,2026-06-08T13:13:00Z,settled
TXN-000262,ACC-0210,CARD-0008,MCH-0145,pos,185.02,AUD,2026-06-28T15:39:14Z,settled
TXN-000263,ACC-0018,CARD-0262,MCH-0142,atm,384.31,AUD,2026-06-09T15:49:16Z,settled
TXN-000264,ACC-0004,CARD-0186,MCH-0180,pos,468.72,AUD,2026-07-02T03:55:25Z,settled
TXN-000265,ACC-0137,CARD-0258,MCH-0199,pos,56.66,AUD,2026-06-24T19:21:21Z,authorized
TXN-000266,ACC-0132,CARD-0052,MCH-0135,pos,97.33,AUD,2026-07-02T23:48:16Z,settled
TXN-000267,ACC-0156,CARD-0021,MCH-0033,pos,157.61,AUD,2026-06-10T06:12:51Z,settled
TXN-000268,ACC-0080,CARD-0025,MCH-0059,online,371.46,AUD,2026-06-29T21:21:55Z,settled
TXN-000269,ACC-0164,CARD-0071,MCH-0058,pos,475.91,AUD,2026-06-26T22:59:02Z,settled
TXN-000270,ACC-0153,CARD-0202,,mobile,248.27,AUD,2026-07-01T23:20:27Z,settled
TXN-000271,ACC-0206,CARD-0141,MCH-0106,pos,251.52,AUD,2026-06-10T02:49:31Z,settled
TXN-000272,ACC-0062,CARD-0184,MCH-0065,atm,242.56,AUD,2026-12-01T17:41:20Z,reversed
TXN-000273,ACC-0059,CARD-0161,MCH-0032,atm,38.83,AUD,2027-06-17T13:11:01Z,declined
TXN-000274,ACC-0135,CARD-0165,MCH-0100,mobile,48.96,AUD,2027-04-19T11:12:44Z,settled
TXN-000275,ACC-0066,CARD-0208,MCH-0171,atm,479.71,AUD,2026-06-05T01:49:03Z,settled
TXN-000276,ACC-0136,CARD-0094,MCH-0009,atm,-150.89,AUD,2026-06-10T09:03:41Z,settled
TXN-000277,ACC-0137,CARD-0199,MCH-0029,online,269.26,AUD,2026-06-07T14:17:54Z,settled
TXN-000278,ACC-0077,CARD-0035,MCH-0073,pos,27.29,AUD,2026-06-28T00:06:05Z,settled
TXN-000279,ACC-0119,CARD-0230,MCH-0055,atm,-364.67,AUD,2026-06-16T20:35:57Z,settled
TXN-000280,ACC-0123,CARD-0071,MCH-0018,pos,-357.20,AUD,2026-07-03T20:57:33Z,authorized
TXN-000281,ACC-0180,CARD-0041,MCH-0059,pos,493.51,AUD,2026-06-11T14:06:23Z,settled
TXN-000282,ACC-0203,CARD-0199,MCH-0173,online,421.54,AUD,2026-06-30T01:00:31Z,authorized
TXN-000283,ACC-0156,CARD-0223,MCH-0051,mobile,293.12,AUD,2026-06-23T06:11:46Z,settled
TXN-000284,ACC-0061,CARD-0125,MCH-0001,atm,410.96,AUD,2026-06-24T05:09:12Z,settled
TXN-000285,ACC-0178,CARD-0216,MCH-0142,pos,468.29,AUD,2026-06-13T02:36:34Z,settled
TXN-000286,ACC-0039,CARD-0210,,mobile,162.28,AUD,2026-06-28T07:21:49Z,settled
TXN-000287,ACC-0078,CARD-0012,MCH-0124,mobile,90.21,AUD,2026-06-06T08:09:52Z,settled
TXN-000288,ACC-0171,CARD-0091,MCH-0167,atm,486.99,AUD,2027-05-20T08:39:47Z,settled
TXN-000289,ACC-0091,CARD-0265,MCH-0110,pos,159.01,AUD,2026-07-05T10:25:49Z,settled
TXN-000290,ACC-0178,CARD-0179,,mobile,126.03,AUD,2026-07-02T07:32:47Z,settled
TXN-000291,ACC-0042,CARD-0141,MCH-0066,atm,-349.50,AUD,2026-06-06T08:01:06Z,settled
TXN-000292,ACC-9999,CARD-9999,MCH-0050,mobile,269.02,AUD,2026-07-01T22:46:26Z,refunded
TXN-000293,ACC-0133,CARD-0190,MCH-0186,online,154.57,AUD,2026-06-30T21:35:56Z,settled
TXN-000294,ACC-0138,CARD-0032,MCH-0181,pos,46.21,AUD,2026-06-27T15:25:42Z,settled
TXN-000295,ACC-0021,CARD-0002,MCH-0067,mobile,469.02,AUD,2026-07-04T21:40:52Z,settled
TXN-000296,ACC-0008,CARD-0130,MCH-0035,pos,471.44,AUD,2026-06-06T00:23:57Z,declined
TXN-000297,ACC-0177,CARD-0147,MCH-0019,pos,84.45,USD,2026-11-15T13:11:39Z,settled
TXN-000298,ACC-0183,CARD-0149,MCH-0134,mobile,431.87,AUD,2026-07-04T01:16:52Z,settled
TXN-000299,ACC-0079,CARD-0225,MCH-0104,online,40.56,AUD,2026-07-05T04:56:46Z,settled
TXN-000300,ACC-0017,CARD-0252,MCH-0105,mobile,369.74,AUD,2026-06-23T10:22:22Z,settled
TXN-000301,ACC-0126,CARD-0233,,mobile,335.50,SGD,2026-06-29T14:10:02Z,settled
TXN-000302,ACC-0021,CARD-0170,MCH-0148,online,392.60,AUD,2026-06-27T12:32:45Z,settled
TXN-000303,ACC-0154,CARD-0095,MCH-0039,atm,283.94,AUD,2026-06-18T23:21:25Z,settled
TXN-000304,ACC-0060,CARD-0078,MCH-0164,pos,330.43,USD,2026-06-23T07:10:38Z,settled
TXN-000305,ACC-0158,CARD-0189,MCH-0140,online,274.71,AUD,2026-07-05T20:03:58Z,declined
TXN-000306,ACC-0001,CARD-0140,MCH-0066,mobile,-316.31,AUD,2026-06-26T13:29:06Z,settled
TXN-000307,ACC-0145,CARD-0043,,online,473.24,AUD,2026-06-07T21:18:29Z,settled
TXN-000308,ACC-0192,CARD-0227,MCH-0175,mobile,273.98,AUD,2026-06-26T06:55:42Z,settled
TXN-000309,ACC-0066,CARD-0090,MCH-0070,online,212.21,AUD,2026-07-04T16:33:58Z,settled
TXN-000310,ACC-0192,CARD-0030,MCH-0007,mobile,448.33,AUD,2026-06-20T06:13:33Z,settled
TXN-000311,ACC-0176,CARD-0109,MCH-0061,pos,478.20,USD,2026-06-16T00:34:51Z,settled
TXN-000312,ACC-0209,CARD-0124,MCH-0024,mobile,26.49,AUD,2026-06-10T14:04:30Z,authorized
TXN-000313,ACC-0188,CARD-0062,MCH-0184,pos,311.60,AUD,2026-06-19T19:04:12Z,settled
TXN-000314,ACC-0032,CARD-0077,MCH-0101,mobile,303.04,NZD,2026-06-27T00:22:38Z,settled
TXN-000315,ACC-0137,CARD-0115,MCH-0096,online,273.34,AUD,2027-03-08T15:11:16Z,settled
TXN-000316,ACC-0045,CARD-0180,MCH-0081,pos,100.93,AUD,2026-07-04T21:20:23Z,settled
TXN-000317,ACC-0012,CARD-0067,MCH-0101,online,372.76,SGD,2026-06-05T13:14:20Z,settled
TXN-000318,ACC-0050,CARD-0131,MCH-0020,mobile,219.71,AUD,2026-07-01T09:58:43Z,settled
TXN-000319,ACC-0164,CARD-0194,MCH-0062,atm,65.30,AUD,2026-06-26T10:15:55Z,authorized
TXN-000320,ACC-0208,CARD-0069,MCH-0199,atm,254.14,AUD,2026-06-25T13:26:00Z,authorized
TXN-000321,ACC-0142,CARD-0064,MCH-0122,atm,98.77,AUD,2026-06-13T17:56:29Z,settled
TXN-000322,ACC-0221,CARD-0010,MCH-0149,pos,423.99,AUD,2026-06-24T15:49:44Z,settled
TXN-000323,ACC-0144,CARD-0087,,online,171.09,GBP,2026-06-19T09:24:08Z,settled
TXN-000324,ACC-0181,CARD-0126,MCH-0128,online,250.73,AUD,2026-06-07T08:39:55Z,settled
TXN-000325,ACC-0067,CARD-0215,MCH-0083,atm,212.20,AUD,2026-06-29T13:21:17Z,settled
TXN-000326,ACC-0010,CARD-0028,MCH-0172,mobile,351.59,AUD,2026-06-24T03:08:33Z,settled
TXN-000105,ACC-0036,CARD-0105,MCH-0146,mobile,43.68,AUD,2026-06-30T17:06:42Z,settled
TXN-000327,ACC-0033,CARD-0020,MCH-0044,online,339.25,AUD,2027-06-06T23:06:35Z,settled
TXN-000328,ACC-0221,CARD-0245,MCH-0017,mobile,-59.36,AUD,2026-07-13T05:43:47Z,settled
TXN-000329,ACC-0084,CARD-0130,MCH-0115,atm,-143.05,AUD,2026-06-12T02:13:51Z,settled
TXN-000330,ACC-0223,CARD-0165,MCH-0119,mobile,390.47,AUD,2026-06-16T20:17:47Z,settled
TXN-000331,ACC-0017,CARD-0250,MCH-0006,online,75.92,SGD,2026-06-22T05:27:18Z,settled
TXN-000303,ACC-0154,CARD-0095,MCH-0039,atm,283.94,AUD,2026-06-18T23:21:25Z,settled
TXN-000332,ACC-0016,CARD-0250,MCH-0190,mobile,350.63,AUD,2026-06-22T15:16:26Z,settled
TXN-000333,ACC-0123,CARD-0045,MCH-0023,pos,367.87,AUD,2026-07-02T02:55:31Z,settled
TXN-000334,ACC-0185,CARD-0245,MCH-0162,online,266.50,AUD,2026-06-15T22:47:24Z,settled
TXN-000335,ACC-0119,CARD-0269,MCH-0092,pos,218.71,AUD,2026-06-24T13:51:09Z,settled
TXN-000336,ACC-0062,CARD-0128,MCH-0105,mobile,474.00,AUD,2026-06-17T19:36:24Z,settled
TXN-000154,ACC-0153,CARD-0159,MCH-0007,online,88.27,AUD,2026-06-18T07:07:03Z,settled
TXN-000337,ACC-0179,CARD-0097,MCH-0195,online,253.46,AUD,2026-06-09T15:23:07Z,authorized
TXN-000338,ACC-0132,CARD-0100,MCH-0056,atm,251.37,AUD,2026-06-12T08:11:14Z,settled
TXN-000143,ACC-0094,CARD-0140,MCH-0038,atm,472.84,AUD,2026-06-16T06:33:40Z,settled
TXN-000339,ACC-0024,CARD-0105,MCH-0131,pos,37.33,AUD,2026-06-27T16:04:35Z,settled
TXN-000340,ACC-0073,CARD-0096,MCH-0160,mobile,280.59,AUD,2026-06-16T08:11:39Z,settled
TXN-000341,ACC-0088,CARD-0164,MCH-0186,mobile,130.97,USD,2026-06-14T16:17:06Z,settled
TXN-000342,ACC-0107,CARD-0145,MCH-0165,mobile,-57.98,AUD,2026-06-22T13:09:20Z,settled
TXN-000343,ACC-0072,CARD-0257,MCH-0169,mobile,433.93,AUD,2026-07-04T10:29:09Z,settled
TXN-000344,ACC-0205,CARD-0096,MCH-0112,mobile,185.66,AUD,2026-06-20T15:34:08Z,settled
TXN-000345,ACC-0083,CARD-0070,MCH-0099,online,103.50,AUD,2026-06-20T22:56:30Z,declined
TXN-000346,ACC-0098,CARD-0210,MCH-0151,pos,220.53,AUD,2026-06-23T11:44:21Z,settled
TXN-000347,ACC-0220,CARD-0245,,atm,137.81,AUD,2026-06-10T23:03:08Z,settled
TXN-000348,ACC-0080,CARD-0248,MCH-0127,pos,244.28,SGD,2026-06-15T02:40:33Z,settled
TXN-000349,ACC-0061,CARD-0222,MCH-0183,pos,424.35,AUD,2026-07-02T21:03:19Z,settled
TXN-000350,ACC-0191,CARD-0214,MCH-0079,mobile,288.72,USD,2026-07-01T15:09:46Z,settled
TXN-000351,ACC-9999,CARD-9999,MCH-0089,mobile,326.61,SGD,2026-06-17T14:29:13Z,settled
TXN-000352,ACC-0185,CARD-0219,MCH-0148,pos,146.87,AUD,2026-06-09T17:40:32Z,settled
TXN-000353,ACC-0051,CARD-0140,MCH-0194,online,56.69,AUD,2026-07-03T00:03:37Z,settled
TXN-000354,ACC-0057,CARD-0104,MCH-0126,online,205.02,AUD,2026-07-01T00:31:02Z,settled
TXN-000355,ACC-9999,CARD-9999,MCH-0056,pos,10.57,AUD,2026-06-07T08:18:05Z,settled
TXN-000334,ACC-0185,CARD-0245,MCH-0162,online,266.50,AUD,2026-06-15T22:47:24Z,settled
TXN-000356,ACC-0035,CARD-0168,MCH-0168,online,488.66,GBP,2026-06-26T00:17:37Z,authorized
TXN-000357,ACC-0085,CARD-0155,MCH-0129,online,122.70,AUD,2026-06-15T04:13:25Z,settled
TXN-000126,ACC-0020,CARD-0028,MCH-0134,atm,141.36,AUD,2026-06-24T00:21:40Z,reversed
TXN-000358,ACC-0178,CARD-0251,MCH-0051,mobile,96.34,SGD,2027-04-12T08:33:55Z,settled
TXN-000359,ACC-0090,CARD-0133,MCH-0071,atm,476.06,AUD,2026-07-03T15:29:54Z,authorized
TXN-000225,ACC-0070,CARD-0127,MCH-0116,mobile,205.37,AUD,2026-06-10T05:14:42Z,settled
TXN-000360,ACC-0085,CARD-0017,MCH-0071,pos,404.74,AUD,2026-06-15T12:03:25Z,settled
TXN-000361,ACC-0206,CARD-0199,MCH-0152,pos,160.53,AUD,2026-11-18T11:35:55Z,settled
TXN-000362,ACC-0045,CARD-0013,MCH-0041,atm,226.19,AUD,2026-06-08T05:14:27Z,settled
TXN-000363,ACC-0142,CARD-0197,MCH-0147,online,426.47,AUD,2026-06-08T11:00:22Z,settled
TXN-000364,ACC-0047,CARD-0056,MCH-0106,pos,4.31,SGD,2026-07-01T04:14:37Z,settled
TXN-000365,ACC-0072,CARD-0046,MCH-0004,mobile,393.16,USD,2026-06-21T08:28:35Z,settled
TXN-000366,ACC-0124,CARD-0211,MCH-0050,mobile,88.84,AUD,2026-06-19T12:53:43Z,settled
TXN-000249,ACC-0049,CARD-0134,MCH-0095,atm,378.09,AUD,2026-06-08T12:26:17Z,settled
TXN-000367,ACC-0020,CARD-0012,MCH-0044,mobile,207.35,AUD,2026-06-21T16:08:51Z,settled
TXN-000368,ACC-0158,CARD-0119,MCH-0006,pos,123.33,AUD,2026-06-23T19:09:35Z,settled
TXN-000369,ACC-0210,CARD-0006,MCH-0136,online,110.73,AUD,2026-07-05T22:29:33Z,settled
TXN-000370,ACC-0040,CARD-0220,MCH-0048,atm,440.72,AUD,2026-07-01T00:41:59Z,settled
TXN-000137,ACC-0013,CARD-0164,MCH-0078,mobile,234.90,AUD,2026-06-12T08:11:46Z,settled
TXN-000371,ACC-0196,CARD-0055,,mobile,225.46,AUD,2026-06-24T13:11:25Z,settled
TXN-000372,ACC-0205,CARD-0178,,pos,180.83,AUD,2026-06-05T00:29:52Z,settled
TXN-000373,ACC-0042,CARD-0028,MCH-0001,mobile,315.92,AUD,2026-06-25T07:15:53Z,settled
TXN-000374,ACC-0157,CARD-0177,MCH-0056,mobile,376.13,AUD,2026-06-10T02:56:23Z,settled
TXN-000375,ACC-0025,CARD-0017,,online,418.76,AUD,2026-06-10T18:22:29Z,settled
TXN-000376,ACC-0212,CARD-0202,MCH-0081,pos,395.68,AUD,2026-06-27T18:19:59Z,settled
TXN-000109,ACC-0038,CARD-0096,MCH-0105,atm,173.50,AUD,2026-06-14T12:45:26Z,authorized
TXN-000377,ACC-0030,CARD-0233,MCH-0189,pos,276.39,AUD,2026-06-26T22:08:14Z,settled
TXN-000378,ACC-0031,CARD-0016,,atm,329.24,AUD,2026-07-02T23:02:41Z,settled
TXN-000379,ACC-0215,CARD-0066,MCH-0182,mobile,85.44,AUD,2026-06-30T14:50:00Z,settled
TXN-000380,ACC-0078,CARD-0079,MCH-0094,online,37.75,AUD,2026-06-06T12:59:38Z,settled
TXN-000381,ACC-0073,CARD-0257,MCH-0172,online,86.78,AUD,2026-06-17T06:58:46Z,settled
TXN-000382,ACC-0100,CARD-0142,MCH-0011,online,-75.73,AUD,2026-06-26T13:21:19Z,settled
TXN-000383,ACC-0095,CARD-0053,MCH-0048,online,3.92,AUD,2026-06-10T22:29:52Z,settled
TXN-000384,ACC-0127,CARD-0132,MCH-0158,atm,175.44,AUD,2026-06-16T20:34:56Z,authorized
TXN-000385,ACC-9999,CARD-9999,MCH-0122,online,50.64,AUD,2026-06-13T00:16:13Z,settled
TXN-000386,ACC-0059,CARD-0060,MCH-0192,mobile,40.04,AUD,2026-06-21T03:08:28Z,settled
TXN-000387,ACC-0064,CARD-0235,MCH-0121,mobile,167.61,AUD,2026-06-24T17:45:17Z,settled
TXN-000252,ACC-0186,CARD-0250,MCH-0016,atm,64.01,AUD,2026-06-14T15:53:02Z,settled
TXN-000388,ACC-9999,CARD-9999,MCH-0187,atm,115.47,AUD,2027-05-30T03:08:29Z,settled
TXN-000389,ACC-0173,CARD-0239,MCH-0034,online,230.91,AUD,2026-06-19T07:37:44Z,reversed
TXN-000390,ACC-0187,CARD-0231,MCH-0123,atm,365.40,AUD,2026-06-06T22:28:02Z,settled
TXN-000391,ACC-0074,CARD-0167,MCH-0052,pos,368.65,AUD,2026-07-04T13:06:15Z,authorized
TXN-000392,ACC-0093,CARD-0065,MCH-0091,mobile,196.43,AUD,2026-06-23T19:49:49Z,declined
TXN-000393,ACC-0124,CARD-0212,MCH-0095,pos,310.90,AUD,2026-06-14T07:54:01Z,authorized
TXN-000394,ACC-0139,CARD-0185,MCH-0105,atm,312.02,AUD,2026-06-25T06:28:19Z,settled
TXN-000395,ACC-0164,CARD-0090,MCH-0041,mobile,226.73,AUD,2026-06-27T01:44:02Z,settled
TXN-000396,ACC-0166,CARD-0170,MCH-0191,online,365.47,SGD,2026-06-24T22:00:33Z,settled
TXN-000397,ACC-0037,CARD-0094,MCH-0064,pos,184.95,AUD,2026-07-11T22:14:34Z,settled
TXN-000398,ACC-0220,CARD-0041,MCH-0122,online,179.73,AUD,2026-06-14T14:04:26Z,settled
TXN-000399,ACC-0101,CARD-0133,MCH-0134,online,49.69,AUD,2026-06-30T06:53:03Z,authorized
TXN-000400,ACC-0128,CARD-0105,MCH-0106,pos,170.96,AUD,2026-06-21T18:13:27Z,settled
TXN-000401,ACC-0187,CARD-0008,MCH-0165,atm,-433.66,USD,2026-06-23T09:39:52Z,settled
TXN-000402,ACC-0109,CARD-0132,MCH-0119,online,251.87,AUD,2026-07-04T02:24:31Z,authorized
TXN-000403,ACC-0022,CARD-0132,MCH-0153,atm,293.71,NZD,2026-06-18T15:44:21Z,settled
TXN-000404,ACC-0053,CARD-0055,MCH-0051,atm,197.39,AUD,2026-07-05T00:47:51Z,settled
TXN-000405,ACC-0082,CARD-0195,MCH-0022,online,485.19,AUD,2026-06-06T18:06:08Z,settled
TXN-000406,ACC-9999,CARD-9999,MCH-0162,pos,470.23,GBP,2026-06-08T23:13:44Z,settled
TXN-000407,ACC-0152,CARD-0220,MCH-0113,mobile,172.27,AUD,2026-06-12T12:04:37Z,settled
TXN-000408,ACC-0186,CARD-0111,MCH-0187,pos,217.75,AUD,2026-07-05T22:01:20Z,settled
TXN-000409,ACC-0010,CARD-0180,MCH-0041,pos,29.36,AUD,2026-10-21T19:09:00Z,settled
TXN-000410,ACC-0064,CARD-0013,MCH-0052,online,247.40,AUD,2026-06-30T15:10:54Z,settled
TXN-000411,ACC-0034,CARD-0067,MCH-0200,mobile,433.33,AUD,2026-06-06T07:01:16Z,settled
TXN-000412,ACC-0175,CARD-0056,MCH-0063,mobile,118.73,AUD,2026-06-05T12:13:25Z,settled
TXN-000413,ACC-0078,CARD-0116,MCH-0197,pos,436.20,AUD,2026-07-05T08:34:57Z,settled
TXN-000414,ACC-0002,CARD-0096,MCH-0115,pos,192.41,AUD,2026-06-08T02:32:49Z,settled
TXN-000415,ACC-0003,CARD-0078,MCH-0089,atm,136.96,AUD,2026-06-06T10:42:29Z,refunded
TXN-000416,ACC-0058,CARD-0222,MCH-0187,atm,421.20,AUD,2026-07-03T03:26:13Z,authorized
TXN-000417,ACC-0006,CARD-0179,MCH-0138,mobile,453.02,USD,2026-06-11T05:48:58Z,settled
TXN-000418,ACC-9999,CARD-9999,MCH-0110,atm,170.84,AUD,2026-06-08T10:14:09Z,settled
TXN-000419,ACC-9999,CARD-9999,MCH-0159,pos,437.99,NZD,2026-06-09T02:15:19Z,settled
TXN-000420,ACC-0140,CARD-0166,MCH-0196,mobile,287.67,AUD,2026-07-01T10:30:42Z,settled
TXN-000421,ACC-0001,CARD-0183,MCH-0081,mobile,361.33,AUD,2026-06-18T19:55:23Z,settled
TXN-000422,ACC-0092,CARD-0082,MCH-0074,atm,53.66,AUD,2026-06-22T06:28:12Z,authorized
TXN-000423,ACC-0221,CARD-0002,MCH-0185,online,45.04,AUD,2026-06-23T00:48:02Z,settled
TXN-000424,ACC-0119,CARD-0122,MCH-0189,mobile,115.25,AUD,2026-06-28T01:37:22Z,settled
TXN-000425,ACC-0055,CARD-0082,MCH-0096,atm,226.34,AUD,2026-06-14T07:53:27Z,settled
TXN-000426,ACC-0107,CARD-0152,MCH-0145,online,355.91,AUD,2026-06-26T11:49:58Z,declined
TXN-000427,ACC-0025,CARD-0098,MCH-0121,pos,7.02,AUD,2026-06-29T19:47:32Z,authorized
TXN-000428,ACC-0153,CARD-0215,MCH-0074,online,399.22,AUD,2026-06-25T12:45:40Z,settled
TXN-000429,ACC-0175,CARD-0043,MCH-0167,online,211.65,AUD,2026-06-19T07:53:52Z,settled
TXN-000430,ACC-0107,CARD-0212,MCH-0111,pos,58.20,AUD,2026-06-13T11:33:15Z,settled
TXN-000431,ACC-0184,CARD-0117,MCH-0154,pos,189.19,USD,2026-07-05T07:32:12Z,settled
TXN-000432,ACC-0147,CARD-0034,MCH-0136,online,55.82,AUD,2026-06-21T09:47:22Z,settled
TXN-000433,ACC-0135,CARD-0079,MCH-0063,pos,135.63,AUD,2026-06-20T00:42:03Z,settled
TXN-000434,ACC-0225,CARD-0011,,pos,240.64,AUD,2026-06-13T04:41:40Z,settled
TXN-000435,ACC-0179,CARD-0255,MCH-0150,atm,208.83,AUD,2026-06-17T20:31:03Z,reversed
TXN-000436,ACC-0039,CARD-0126,MCH-0086,online,275.64,AUD,2026-06-18T17:56:17Z,settled
TXN-000437,ACC-0147,CARD-0027,MCH-0055,pos,446.36,AUD,2026-06-20T10:37:03Z,settled
TXN-000438,ACC-0080,CARD-0095,MCH-0132,online,454.60,NZD,2026-06-13T12:52:43Z,settled
TXN-000439,ACC-0164,CARD-0268,,mobile,45.95,AUD,2026-06-15T18:51:32Z,settled
TXN-000440,ACC-0060,CARD-0065,MCH-0043,mobile,323.82,AUD,2026-06-10T05:43:13Z,settled
TXN-000441,ACC-0194,CARD-0076,MCH-0034,mobile,14.39,AUD,2026-07-05T01:44:41Z,settled
TXN-000442,ACC-0177,CARD-0150,MCH-0104,online,450.24,AUD,2026-06-07T07:29:20Z,settled
TXN-000443,ACC-0106,CARD-0023,MCH-0021,mobile,-300.66,AUD,2026-06-21T19:45:37Z,settled
TXN-000444,ACC-0211,CARD-0233,MCH-0114,mobile,367.22,AUD,2026-07-05T15:45:32Z,settled
TXN-000445,ACC-0106,CARD-0048,,online,330.67,AUD,2026-06-16T15:13:59Z,settled
TXN-000446,ACC-0044,CARD-0190,MCH-0110,atm,389.53,AUD,2026-06-19T11:39:28Z,settled
TXN-000447,ACC-0202,CARD-0064,MCH-0133,online,418.26,AUD,2026-06-25T20:47:51Z,settled
TXN-000448,ACC-0160,CARD-0052,,pos,-378.88,AUD,2026-06-25T10:13:26Z,settled
TXN-000449,ACC-9999,CARD-9999,MCH-0011,online,496.88,AUD,2026-06-13T21:02:31Z,settled
TXN-000450,ACC-0130,CARD-0165,MCH-0104,mobile,63.13,AUD,2026-06-26T11:08:17Z,settled
TXN-000451,ACC-0087,CARD-0156,MCH-0051,online,-346.56,AUD,2026-06-23T17:07:00Z,settled
TXN-000452,ACC-0056,CARD-0164,MCH-0069,mobile,245.16,AUD,2026-06-21T02:17:26Z,settled
TXN-000453,ACC-0188,CARD-0092,MCH-0166,mobile,281.03,AUD,2026-07-04T04:04:44Z,authorized
TXN-000454,ACC-9999,CARD-9999,MCH-0023,atm,247.75,USD,2026-07-02T05:36:26Z,settled
TXN-000455,ACC-0146,CARD-0209,MCH-0010,atm,-424.09,AUD,2026-06-22T19:39:12Z,settled
TXN-000456,ACC-0009,CARD-0084,,online,138.17,AUD,2027-01-01T15:01:00Z,settled
TXN-000457,ACC-0138,CARD-0125,MCH-0141,online,422.60,AUD,2026-06-24T02:43:12Z,settled
TXN-000458,ACC-0102,CARD-0045,MCH-0021,mobile,40.99,AUD,2026-06-23T08:23:06Z,settled
TXN-000459,ACC-0125,CARD-0166,MCH-0022,online,86.06,AUD,2026-06-10T13:07:39Z,authorized
TXN-000460,ACC-0050,CARD-0123,MCH-0173,online,197.03,AUD,2026-06-12T10:14:25Z,settled
TXN-000461,ACC-0093,CARD-0266,MCH-0088,online,179.50,AUD,2026-06-23T01:26:10Z,settled
TXN-000462,ACC-0134,CARD-0216,MCH-0173,mobile,163.42,GBP,2026-06-28T04:10:57Z,settled
TXN-000463,ACC-0027,CARD-0240,MCH-0076,online,362.28,AUD,2026-06-18T16:14:15Z,declined
TXN-000464,ACC-0218,CARD-0240,MCH-0165,atm,317.67,AUD,2026-06-27T17:36:28Z,settled
TXN-000465,ACC-0175,CARD-0154,MCH-0028,pos,492.37,AUD,2026-06-23T16:06:07Z,settled
TXN-000466,ACC-0149,CARD-0192,MCH-0168,mobile,396.88,AUD,2026-06-22T13:58:02Z,settled
