device_id,transaction_id,device_type,ip,geo_country
DEV-000468,TXN-001735,mobile_android,97.55.154.14,GB
DEV-000469,TXN-000663,atm,12.45.82.245,NZ
DEV-000470,TXN-001750,mobile_android,14.65.197.68,SG
DEV-000471,TXN-000530,web,156.15.4.161,AU
DEV-000472,TXN-000350,mobile_ios,210.226.228.202,GB
DEV-000473,TXN-001856,mobile_android,77.230.104.221,NZ
DEV-000474,TXN-001434,mobile_ios,159.229.183.77,SG
DEV-000475,TXN-001198,atm,130.7.251.32,US
DEV-000476,TXN-001988,pos_terminal,137.89.128.197,SG
DEV-000477,TXN-000896,pos_terminal,110.71.92.14,NZ
DEV-000478,TXN-000241,atm,43.159.101.74,NZ
DEV-000479,TXN-001344,atm,6.0.41.169,GB
DEV-000480,TXN-001322,web,161.243.141.245,NZ
DEV-000481,TXN-001635,web,222.44.188.109,AU
DEV-000482,TXN-001144,mobile_android,34.37.8.93,AU
DEV-000483,TXN-000065,mobile_android,120.192.110.66,AU
DEV-000484,TXN-000003,mobile_ios,200.213.115.42,AU
DEV-000485,TXN-001913,web,147.249.153.141,SG
DEV-000486,TXN-000165,mobile_android,130.179.44.143,SG
DEV-000487,TXN-999999,pos_terminal,196.125.18.170,GB
DEV-000488,TXN-000175,pos_terminal,147.31.192.238,SG
DEV-000489,TXN-001737,atm,102.53.86.109,GB
DEV-000490,TXN-000304,web,211.157.28.37,NZ
DEV-000491,TXN-001952,atm,52.196.212.56,NZ
DEV-000492,TXN-001434,atm,81.171.159.129,US
DEV-000493,TXN-001093,web,215.199.99.72,AU
DEV-000494,TXN-999999,mobile_android,15.205.90.182,AU
DEV-000495,TXN-001570,atm,206.248.159.220,GB
DEV-000496,TXN-001704,mobile_ios,95.254.173.36,GB
DEV-000497,TXN-000137,atm,53.168.181.39,SG
DEV-000498,TXN-001354,mobile_ios,219.96.102.155,NZ
DEV-000499,TXN-000751,mobile_ios,211.111.192.160,SG
DEV-000500,TXN-000336,atm,125.68.87.95,AU
DEV-000501,TXN-001486,mobile_android,195.99.167.66,GB
DEV-000502,TXN-000208,atm,176.174.236.33,US
DEV-000503,TXN-000484,pos_terminal,212.79.185.217,GB
DEV-000504,TXN-000396,,171.240.243.10,AU
DEV-000505,TXN-001873,mobile_ios,217.110.77.79,US
DEV-000506,TXN-001600,mobile_ios,202.97.42.76,US
DEV-000507,TXN-000578,mobile_ios,219.32.17.172,NZ
DEV-000508,TXN-000106,pos_terminal,184.207.117.60,SG
DEV-000509,TXN-000474,mobile_android,196.164.49.16,NZ
DEV-000510,TXN-000775,pos_terminal,60.194.181.247,NZ
DEV-000511,TXN-001681,web,165.223.177.146,GB
DEV-000512,TXN-000192,web,152.66.63.243,SG
DEV-000513,TXN-001426,,208.153.90.97,GB
DEV-000514,TXN-000657,mobile_ios,192.25.233.8,AU
DEV-000515,TXN-001325,,188.102.83.50,NZ
DEV-000516,TXN-001211,mobile_ios,63.215.216.106,US
DEV-000517,TXN-000111,web,217.15.100.186,NZ
DEV-000518,TXN-999999,web,148.156.10.202,GB
DEV-000519,TXN-000244,web,68.68.123.138,GB
DEV-000520,TXN-001386,mobile_android,20.39.28.92,AU
DEV-000521,TXN-001492,mobile_ios,22.119.110.112,SG
DEV-000522,TXN-000724,pos_terminal,124.101.31.169,AU
DEV-000523,TXN-001316,pos_terminal,56.222.205.146,NZ
DEV-000524,TXN-001934,mobile_android,216.48.166.1,AU
DEV-000525,TXN-000013,mobile_ios,102.72.147.47,GB
DEV-000526,TXN-001873,web,2.213.191.112,GB
DEV-000527,TXN-000834,atm,210.143.1.147,AU
DEV-000528,TXN-001187,web,160.248.160.194,NZ
DEV-000529,TXN-001132,atm,189.79.125.22,NZ
DEV-000530,TXN-000225,mobile_android,160.238.204.1,US
DEV-000531,TXN-000945,atm,209.77.7.215,GB
DEV-000532,TXN-001050,pos_terminal,217.185.150.11,SG
DEV-000533,TXN-999999,web,12.198.230.117,AU
DEV-000534,TXN-000932,mobile_android,56.169.67.187,US
DEV-000535,TXN-000211,web,79.235.187.192,GB
DEV-000536,TXN-000535,pos_terminal,200.183.49.2,NZ
DEV-000537,TXN-001698,web,203.14.164.152,NZ
DEV-000538,TXN-000850,pos_terminal,219.116.111.150,NZ
DEV-000539,TXN-001866,mobile_android,221.170.153.43,NZ
DEV-000540,TXN-001954,atm,75.139.157.233,AU
DEV-000541,TXN-001108,atm,218.204.231.201,GB
DEV-000542,TXN-000842,mobile_ios,222.45.39.218,SG
DEV-000543,TXN-001735,mobile_android,171.76.114.32,SG
DEV-000544,TXN-001507,mobile_android,155.142.193.65,US
DEV-000545,TXN-000920,mobile_android,215.179.255.203,NZ
DEV-000546,TXN-001430,atm,207.0.33.17,NZ
DEV-000547,TXN-001843,mobile_ios,197.4.47.240,US
DEV-000548,TXN-001841,mobile_android,175.202.61.98,NZ
DEV-000549,TXN-000851,mobile_android,130.55.234.190,US
DEV-000550,TXN-000168,atm,180.82.159.65,AU
DEV-000551,TXN-000801,atm,142.51.100.72,AU
DEV-000552,TXN-000467,mobile_ios,16.177.199.19,GB
DEV-000553,TXN-000413,pos_terminal,193.79.54.198,US
DEV-000554,TXN-001973,web,86.195.16.92,GB
DEV-000555,TXN-001250,mobile_ios,87.126.73.62,NZ
DEV-000556,TXN-001617,web,216.51.38.69,GB
DEV-000557,TXN-000060,mobile_android,153.150.75.96,SG
DEV-000558,TXN-001614,web,196.79.13.237,SG
DEV-000559,TXN-000746,mobile_android,223.112.233.105,GB
DEV-000560,TXN-001975,atm,124.97.167.29,GB
DEV-000561,TXN-001697,atm,200.38.68.189,NZ
DEV-000562,TXN-000861,mobile_android,195.134.180.6,US
DEV-000563,TXN-000624,mobile_ios,26.179.81.234,GB
DEV-000564,TXN-000793,mobile_ios,171.188.186.74,GB
DEV-000565,TXN-001886,atm,169.30.219.190,US
DEV-000566,TXN-001553,mobile_android,32.187.87.69,US
DEV-000567,TXN-001757,atm,195.135.170.169,NZ
DEV-000568,TXN-001782,mobile_android,104.168.174.185,AU
DEV-000569,TXN-001224,pos_terminal,180.201.92.9,US
DEV-000570,TXN-001231,pos_terminal,183.16.197.63,SG
DEV-000571,TXN-001159,,89.36.253.123,AU
DEV-000572,TXN-001739,mobile_ios,161.112.250.211,SG
DEV-000573,TXN-001056,mobile_ios,118.79.37.2,GB
DEV-000574,TXN-001911,web,69.72.107.77,AU
DEV-000575,TXN-000113,mobile_android,177.147.244.220,US
DEV-000576,TXN-001400,,210.184.247.144,AU
DEV-000577,TXN-000812,web,180.44.8.141,SG
DEV-000578,TXN-001455,mobile_ios,124.202.220.246,US
DEV-000579,TXN-001762,,140.140.228.20,GB
DEV-000580,TXN-001231,web,205.248.79.189,NZ
DEV-000581,TXN-001725,atm,91.134.50.108,NZ
DEV-000582,TXN-001999,mobile_android,178.221.245.155,NZ
DEV-000583,TXN-001755,pos_terminal,59.27.74.10,SG
DEV-000584,TXN-001582,mobile_ios,148.134.250.48,NZ
DEV-000585,TXN-000038,mobile_android,176.198.77.102,GB
DEV-000586,TXN-001254,pos_terminal,150.97.192.226,US
DEV-000587,TXN-001452,mobile_ios,193.226.105.92,AU
DEV-000588,TXN-000019,mobile_android,209.111.163.10,US
DEV-000589,TXN-001367,mobile_android,87.236.174.14,NZ
DEV-000590,TXN-000726,atm,37.125.251.216,GB
DEV-000591,TXN-001072,mobile_android,47.142.26.120,NZ
DEV-000592,TXN-001408,atm,197.38.150.235,AU
DEV-000593,TXN-001089,mobile_ios,96.227.229.183,SG
DEV-000594,TXN-999999,pos_terminal,129.116.180.129,SG
DEV-000595,TXN-000168,web,141.143.93.124,GB
DEV-000596,TXN-999999,pos_terminal,48.141.218.74,NZ
DEV-000597,TXN-000877,atm,212.133.235.5,NZ
DEV-000598,TXN-000773,web,202.9.106.56,US
DEV-000599,TXN-001686,mobile_android,177.100.52.97,US
DEV-000600,TXN-001204,pos_terminal,146.45.71.34,AU
DEV-000601,TXN-000111,mobile_ios,24.174.86.112,GB
DEV-000602,TXN-000559,mobile_ios,120.17.17.130,SG
DEV-000603,TXN-000633,mobile_android,116.87.73.140,AU
DEV-000604,TXN-000632,pos_terminal,192.43.134.234,US
DEV-000605,TXN-001888,mobile_android,88.188.203.235,GB
DEV-000606,TXN-000430,atm,8.101.254.131,AU
DEV-000607,TXN-000391,atm,133.162.33.112,GB
DEV-000608,TXN-000029,mobile_android,93.79.165.152,AU
DEV-000609,TXN-001831,atm,196.22.1.18,NZ
DEV-000610,TXN-000279,atm,83.131.238.184,SG
DEV-000611,TXN-001554,atm,138.12.95.195,SG
DEV-000612,TXN-001481,mobile_ios,98.208.183.206,NZ
DEV-000613,TXN-001305,atm,183.142.253.73,SG
DEV-000614,TXN-001049,pos_terminal,209.251.251.195,SG
DEV-000615,TXN-001737,mobile_android,220.99.179.145,NZ
DEV-000616,TXN-001422,pos_terminal,14.61.214.69,AU
DEV-000617,TXN-001501,atm,89.36.102.10,US
DEV-000618,TXN-000603,mobile_android,220.59.10.108,NZ
DEV-000619,TXN-001583,mobile_android,199.116.113.112,SG
DEV-000620,TXN-999999,atm,137.198.164.103,NZ
DEV-000621,TXN-000598,mobile_ios,173.168.152.2,US
DEV-000622,TXN-001399,mobile_android,182.157.193.108,AU
DEV-000623,TXN-000322,web,214.121.83.77,US
DEV-000624,TXN-000613,web,106.41.254.133,AU
DEV-000625,TXN-001081,mobile_android,172.82.148.90,GB
DEV-000626,TXN-001080,mobile_ios,196.161.215.80,AU
DEV-000627,TXN-001788,mobile_android,135.147.168.76,AU
DEV-000628,TXN-001438,pos_terminal,106.84.15.191,GB
DEV-000629,TXN-000692,pos_terminal,218.50.176.0,SG
DEV-000630,TXN-001403,mobile_ios,175.54.160.226,NZ
DEV-000631,TXN-000525,pos_terminal,184.194.240.44,SG
DEV-000632,TXN-001650,mobile_android,19.106.171.237,US
DEV-000633,TXN-001537,web,81.20.70.232,SG
DEV-000634,TXN-001061,atm,205.216.232.12,NZ
DEV-000635,TXN-000801,pos_terminal,208.213.175.36,US
DEV-000636,TXN-001810,pos_terminal,158.128.166.155,AU
DEV-000637,TXN-000625,web,126.240.1.196,US
DEV-000638,TXN-000763,atm,200.188.100.84,SG
DEV-000639,TXN-001200,,136.205.2.46,US
DEV-000640,TXN-000384,mobile_ios,66.16.12.141,AU
DEV-000641,TXN-000003,mobile_android,160.61.127.150,GB
DEV-000642,TXN-000361,atm,174.227.229.64,GB
DEV-000643,TXN-000452,,200.207.179.154,AU
DEV-000644,TXN-000725,pos_terminal,92.29.63.172,GB
DEV-000645,TXN-001625,mobile_android,218.101.139.128,US
DEV-000646,TXN-001997,web,171.181.209.40,SG
DEV-000647,TXN-000065,pos_terminal,166.22.3.57,NZ
DEV-000648,TXN-000289,pos_terminal,209.59.125.118,GB
DEV-000649,TXN-001439,pos_terminal,222.158.237.161,US
DEV-000650,TXN-001421,mobile_android,23.220.243.166,NZ
DEV-000651,TXN-000835,web,204.80.99.39,NZ
DEV-000652,TXN-000802,mobile_android,209.147.212.12,GB
DEV-000653,TXN-001969,web,110.94.95.19,SG
DEV-000654,TXN-000830,web,164.147.27.45,AU
DEV-000655,TXN-001110,mobile_ios,146.215.197.210,US
DEV-000656,TXN-000838,pos_terminal,196.145.167.67,GB
DEV-000657,TXN-999999,mobile_ios,167.58.39.199,NZ
DEV-000658,TXN-001158,web,39.62.52.15,GB
DEV-000659,TXN-000664,mobile_ios,20.84.110.170,AU
DEV-000660,TXN-000129,pos_terminal,156.219.80.95,GB
DEV-000661,TXN-000899,pos_terminal,76.236.116.55,GB
DEV-000662,TXN-001253,mobile_android,148.189.164.32,AU
DEV-000663,TXN-000998,atm,200.167.238.12,NZ
DEV-000664,TXN-000619,mobile_ios,203.151.88.79,GB
DEV-000665,TXN-000755,atm,55.58.118.239,US
DEV-000666,TXN-001288,pos_terminal,56.148.227.55,US
DEV-000667,TXN-999999,pos_terminal,194.163.188.189,NZ
DEV-000668,TXN-999999,atm,177.103.173.185,AU
DEV-000669,TXN-001773,pos_terminal,5.51.98.63,US
DEV-000670,TXN-000503,web,21.185.70.203,SG
DEV-000671,TXN-001002,mobile_android,217.219.165.69,GB
DEV-000672,TXN-001332,mobile_ios,190.71.191.89,GB
DEV-000673,TXN-999999,mobile_android,179.195.0.141,GB
DEV-000674,TXN-000063,atm,12.7.60.65,SG
DEV-000675,TXN-000355,atm,194.12.128.49,AU
DEV-000676,TXN-001512,mobile_ios,159.233.193.33,NZ
DEV-000677,TXN-000100,pos_terminal,195.249.79.92,US
DEV-000678,TXN-000521,pos_terminal,94.114.16.178,US
DEV-000679,TXN-001721,atm,133.20.248.95,AU
DEV-000680,TXN-001247,mobile_ios,205.245.44.45,US
DEV-000681,TXN-000562,,214.164.247.157,NZ
DEV-000682,TXN-000346,mobile_ios,67.134.42.229,SG
DEV-000683,TXN-001857,web,212.166.232.60,US
DEV-000684,TXN-000101,web,51.25.170.147,NZ
DEV-000685,TXN-001252,web,168.25.26.163,US
DEV-000686,TXN-001215,pos_terminal,114.218.26.253,US
DEV-000687,TXN-001838,mobile_android,43.90.214.84,US
DEV-000688,TXN-000198,mobile_ios,187.134.170.86,SG
DEV-000689,TXN-001419,atm,83.39.164.14,SG
DEV-000690,TXN-999999,mobile_ios,152.64.138.213,GB
DEV-000691,TXN-001047,atm,36.39.190.208,GB
DEV-000692,TXN-000895,atm,135.207.58.135,SG
DEV-000693,TXN-001618,mobile_android,192.3.81.28,US
DEV-000694,TXN-001016,mobile_ios,214.183.13.161,SG
DEV-000695,TXN-000323,mobile_android,209.220.165.236,GB
DEV-000696,TXN-001307,mobile_android,37.156.97.142,AU
DEV-000697,TXN-999999,mobile_ios,185.48.163.111,GB
DEV-000698,TXN-001290,atm,186.32.172.159,US
DEV-000699,TXN-000897,atm,187.82.196.62,GB
DEV-000700,TXN-001669,atm,63.196.247.153,US
DEV-000701,TXN-001378,web,203.255.107.246,NZ
DEV-000702,TXN-000765,mobile_android,163.185.58.83,GB
DEV-000703,TXN-000970,mobile_android,214.49.155.47,GB
DEV-000704,TXN-000185,mobile_ios,93.192.175.174,SG
DEV-000705,TXN-000245,pos_terminal,194.212.78.136,GB
DEV-000706,TXN-000308,mobile_android,198.30.159.233,AU
DEV-000707,TXN-000355,mobile_android,97.178.222.59,AU
DEV-000708,TXN-001238,mobile_android,50.6.44.1,US
DEV-000709,TXN-001812,mobile_android,164.236.162.233,GB
DEV-000710,TXN-999999,mobile_ios,186.93.149.132,SG
DEV-000711,TXN-001505,web,85.84.129.196,GB
DEV-000712,TXN-000456,mobile_android,129.221.15.37,US
DEV-000713,TXN-000273,web,85.160.193.224,SG
DEV-000714,TXN-999999,mobile_android,223.47.27.144,US
DEV-000715,TXN-001504,mobile_ios,62.208.210.156,GB
DEV-000716,TXN-000284,,53.114.111.195,US
DEV-000717,TXN-000570,web,166.159.141.62,GB
DEV-000718,TXN-001806,,217.148.57.87,AU
DEV-000719,TXN-000316,pos_terminal,203.208.196.203,US
DEV-000720,TXN-999999,mobile_android,205.170.133.131,GB
DEV-000721,TXN-000520,mobile_ios,201.106.20.243,SG
DEV-000722,TXN-000546,mobile_ios,14.62.97.211,AU
DEV-000723,TXN-001248,mobile_ios,99.0.126.60,US
DEV-000724,TXN-001171,pos_terminal,205.83.231.207,AU
DEV-000725,TXN-001977,mobile_ios,205.127.192.131,AU
DEV-000726,TXN-001492,pos_terminal,217.221.112.255,US
DEV-000727,TXN-001276,pos_terminal,192.8.129.140,GB
DEV-000728,TXN-000882,web,159.207.189.102,NZ
DEV-000729,TXN-001873,mobile_ios,101.154.242.38,US
DEV-000730,TXN-000392,pos_terminal,43.51.104.171,NZ
DEV-000731,TXN-000988,web,101.19.37.113,US
DEV-000732,TXN-001704,web,7.140.217.110,US
DEV-000733,TXN-001720,atm,223.113.250.19,US
DEV-000734,TXN-999999,mobile_android,218.226.58.191,SG
DEV-000735,TXN-000651,web,185.238.117.99,SG
DEV-000736,TXN-000073,atm,134.73.192.233,GB
DEV-000737,TXN-001027,atm,200.135.231.1,GB
DEV-000738,TXN-000035,mobile_android,61.102.74.194,AU
DEV-000739,TXN-001944,mobile_ios,179.180.237.173,US
DEV-000740,TXN-000726,mobile_ios,104.180.88.194,NZ
DEV-000741,TXN-001202,mobile_android,192.66.201.83,US
DEV-000742,TXN-001045,web,130.243.244.63,NZ
DEV-000743,TXN-000888,mobile_ios,51.255.175.127,NZ
DEV-000744,TXN-001965,,51.250.38.54,NZ
DEV-000745,TXN-001665,atm,197.72.148.221,SG
DEV-000746,TXN-000482,mobile_android,81.180.160.66,SG
DEV-000747,TXN-000783,mobile_android,222.29.158.131,US
DEV-000748,TXN-000677,pos_terminal,212.199.60.66,NZ
DEV-000749,TXN-001354,pos_terminal,104.62.125.210,SG
DEV-000750,TXN-000843,pos_terminal,204.209.170.35,US
DEV-000751,TXN-001826,mobile_android,52.98.14.137,AU
DEV-000752,TXN-000204,pos_terminal,146.33.14.214,NZ
DEV-000753,TXN-001366,atm,210.71.159.34,GB
DEV-000754,TXN-000897,atm,186.214.242.243,US
DEV-000755,TXN-001395,web,212.41.144.246,GB
DEV-000756,TXN-000642,mobile_android,120.103.85.123,GB
DEV-000757,TXN-000470,mobile_android,113.96.190.237,NZ
DEV-000758,TXN-001917,pos_terminal,156.136.148.211,US
DEV-000759,TXN-000359,atm,218.162.118.233,US
DEV-000760,TXN-001527,pos_terminal,37.6.228.38,SG
DEV-000761,TXN-001730,mobile_ios,178.249.43.85,NZ
DEV-000762,TXN-001175,atm,222.148.37.65,NZ
DEV-000763,TXN-000104,web,190.228.135.84,SG
DEV-000764,TXN-001467,pos_terminal,142.82.165.255,GB
DEV-000765,TXN-001549,mobile_android,24.65.247.221,AU
DEV-000766,TXN-001401,atm,149.36.23.222,SG
DEV-000767,TXN-001190,atm,129.239.216.251,US
DEV-000768,TXN-000081,mobile_android,122.207.192.52,GB
DEV-000769,TXN-001800,web,138.238.105.152,AU
DEV-000770,TXN-000835,pos_terminal,162.9.206.74,US
DEV-000771,TXN-000156,atm,211.108.100.11,GB
DEV-000772,TXN-001592,pos_terminal,178.69.2.97,AU
DEV-000773,TXN-000176,mobile_ios,188.211.125.18,AU
DEV-000774,TXN-000294,atm,215.204.81.48,SG
DEV-000775,TXN-001521,mobile_android,223.111.156.249,GB
DEV-000776,TXN-001639,mobile_android,141.83.198.19,NZ
DEV-000777,TXN-000677,web,207.123.154.185,US
DEV-000778,TXN-001241,mobile_ios,194.241.210.112,GB
DEV-000779,TXN-000718,mobile_android,36.252.56.207,US
DEV-000780,TXN-000555,mobile_ios,197.242.79.55,AU
DEV-000781,TXN-001805,web,61.160.74.181,NZ
DEV-000782,TXN-000984,atm,190.63.54.28,AU
DEV-000783,TXN-001016,mobile_ios,110.126.33.137,SG
DEV-000784,TXN-001153,mobile_ios,56.64.19.255,AU
DEV-000785,TXN-000526,pos_terminal,131.239.83.32,GB
DEV-000786,TXN-000254,mobile_android,72.228.3.7,US
DEV-000787,TXN-000357,mobile_ios,196.0.48.82,NZ
DEV-000788,TXN-000702,mobile_android,60.253.136.106,US
DEV-000789,TXN-001263,atm,222.79.34.3,GB
DEV-000790,TXN-000349,pos_terminal,84.67.35.18,US
DEV-000791,TXN-000247,atm,185.190.223.233,SG
DEV-000792,TXN-001611,atm,187.4.55.63,AU
DEV-000793,TXN-000563,mobile_android,57.222.94.214,SG
DEV-000794,TXN-001646,atm,17.255.68.108,US
DEV-000795,TXN-001155,pos_terminal,170.54.103.1,NZ
DEV-000796,TXN-000109,mobile_android,54.253.221.51,AU
DEV-000797,TXN-001741,mobile_android,16.255.119.36,NZ
DEV-000798,TXN-000118,mobile_ios,118.78.236.76,GB
DEV-000799,TXN-001802,pos_terminal,220.63.208.1,SG
DEV-000800,TXN-001770,mobile_android,141.132.144.111,GB
DEV-000801,TXN-000658,pos_terminal,212.115.64.141,NZ
DEV-000802,TXN-000582,web,55.14.244.237,NZ
DEV-000803,TXN-001335,atm,136.8.255.82,SG
DEV-000804,TXN-000332,mobile_android,65.1.91.74,GB
DEV-000805,TXN-999999,atm,63.38.29.91,GB
DEV-000806,TXN-001524,mobile_android,212.88.70.97,AU
DEV-000807,TXN-001446,mobile_ios,90.157.96.56,US
DEV-000808,TXN-000109,atm,171.179.235.203,GB
DEV-000809,TXN-001562,atm,221.146.109.237,US
DEV-000810,TXN-001679,pos_terminal,193.196.249.83,NZ
DEV-000811,TXN-001678,mobile_android,155.47.118.76,SG
DEV-000812,TXN-000564,pos_terminal,223.240.230.222,GB
DEV-000813,TXN-000809,atm,216.157.179.28,GB
DEV-000814,TXN-001580,mobile_ios,169.93.241.191,SG
DEV-000815,TXN-001364,pos_terminal,9.238.221.215,SG
DEV-000816,TXN-000414,mobile_ios,223.104.183.179,AU
DEV-000817,TXN-000574,pos_terminal,216.241.2.253,SG
DEV-000818,TXN-000827,atm,178.212.141.112,NZ
DEV-000819,TXN-000987,atm,120.159.233.105,US
DEV-000820,TXN-000199,mobile_android,201.63.255.237,NZ
DEV-000821,TXN-000801,pos_terminal,218.254.84.139,AU
DEV-000822,TXN-000887,mobile_ios,195.224.31.37,NZ
DEV-000823,TXN-001277,mobile_ios,191.3.243.167,US
DEV-000824,TXN-000949,web,203.235.199.182,US
DEV-000825,TXN-000447,web,175.45.176.83,AU
DEV-000826,TXN-001486,mobile_android,147.117.229.138,GB
DEV-000827,TXN-000419,mobile_ios,195.10.177.155,SG
DEV-000828,TXN-000152,web,42.210.49.185,NZ
DEV-000829,TXN-001432,web,217.86.10.211,US
DEV-000830,TXN-999999,web,206.75.102.1,GB
DEV-000831,TXN-001848,,132.235.79.171,US
DEV-000832,TXN-000182,web,145.251.113.183,SG
DEV-000833,TXN-000263,pos_terminal,160.58.44.238,GB
DEV-000834,TXN-000811,mobile_ios,213.150.111.196,NZ
DEV-000835,TXN-000086,web,203.121.43.238,SG
DEV-000836,TXN-001466,mobile_ios,164.46.23.48,GB
DEV-000837,TXN-001208,atm,213.201.48.89,AU
DEV-000838,TXN-000572,web,192.235.226.113,US
DEV-000839,TXN-000877,mobile_android,13.59.179.38,SG
DEV-000840,TXN-001339,pos_terminal,166.155.111.59,SG
DEV-000841,TXN-000248,,156.43.253.186,SG
DEV-000842,TXN-001285,pos_terminal,200.215.234.212,SG
DEV-000843,TXN-001877,web,203.216.86.225,SG
DEV-000844,TXN-001154,atm,39.108.115.161,SG
DEV-000845,TXN-000299,web,89.133.8.233,SG
DEV-000846,TXN-001720,mobile_ios,142.244.78.144,NZ
DEV-000847,TXN-000950,mobile_ios,188.123.117.25,AU
DEV-000848,TXN-001671,atm,155.210.175.243,AU
DEV-000849,TXN-001020,web,111.46.94.137,GB
DEV-000850,TXN-999999,pos_terminal,177.80.4.44,AU
DEV-000851,TXN-000566,pos_terminal,6.212.163.210,AU
DEV-000852,TXN-001020,mobile_android,184.185.15.232,SG
DEV-000853,TXN-000821,pos_terminal,134.74.42.185,NZ
DEV-000854,TXN-001743,atm,188.132.84.231,AU
DEV-000855,TXN-001757,mobile_android,163.222.102.127,US
DEV-000856,TXN-001808,atm,200.199.154.153,GB
DEV-000857,TXN-000499,mobile_ios,213.193.224.144,SG
DEV-000858,TXN-001528,atm,176.69.111.206,US
DEV-000859,TXN-000010,atm,70.64.178.78,SG
DEV-000860,TXN-000694,atm,222.69.40.149,AU
DEV-000861,TXN-000433,mobile_ios,146.33.137.211,SG
DEV-000862,TXN-000554,mobile_android,129.132.78.255,SG
DEV-000863,TXN-000921,web,214.240.58.96,SG
DEV-000864,TXN-001463,mobile_android,200.122.219.71,GB
DEV-000865,TXN-000249,mobile_android,20.40.51.66,US
DEV-000866,TXN-000437,web,181.233.159.223,GB
DEV-000867,TXN-000442,pos_terminal,48.54.167.31,NZ
DEV-000868,TXN-001959,atm,132.216.128.70,US
DEV-000869,TXN-000058,pos_terminal,216.216.34.84,AU
DEV-000870,TXN-000594,atm,186.89.83.157,US
DEV-000871,TXN-001707,atm,132.188.94.47,SG
DEV-000872,TXN-000367,mobile_android,166.31.241.217,AU
DEV-000873,TXN-001271,web,131.216.0.60,US
DEV-000874,TXN-000256,mobile_ios,175.15.4.77,SG
DEV-000875,TXN-001047,mobile_android,119.222.23.168,US
DEV-000876,TXN-001053,web,43.107.152.176,SG
DEV-000877,TXN-001322,pos_terminal,212.154.154.180,SG
DEV-000878,TXN-999999,mobile_android,194.223.160.181,GB
DEV-000879,TXN-001108,mobile_android,201.196.45.254,SG
DEV-000880,TXN-000718,atm,209.29.148.153,US
DEV-000881,TXN-001007,pos_terminal,80.9.197.69,GB
DEV-000882,TXN-000253,web,159.218.86.229,NZ
DEV-000883,TXN-001419,pos_terminal,32.14.55.33,NZ
DEV-000884,TXN-000511,pos_terminal,49.13.75.155,AU
DEV-000885,TXN-001345,pos_terminal,57.11.142.133,AU
DEV-000886,TXN-000356,web,223.179.165.103,SG
DEV-000887,TXN-001168,mobile_android,132.124.131.102,US
DEV-000888,TXN-001148,web,220.77.51.72,AU
DEV-000889,TXN-001657,mobile_ios,193.246.209.102,NZ
DEV-000890,TXN-001506,mobile_android,54.248.132.147,SG
DEV-000891,TXN-000955,web,188.209.214.33,NZ
DEV-000892,TXN-000545,pos_terminal,37.205.124.218,US
DEV-000893,TXN-001438,web,186.225.203.94,US
DEV-000894,TXN-001095,mobile_android,25.71.87.103,SG
DEV-000895,TXN-001080,pos_terminal,209.66.51.117,AU
DEV-000896,TXN-000342,atm,185.144.88.136,SG
DEV-000897,TXN-000092,mobile_ios,211.106.164.195,GB
DEV-000898,TXN-000330,web,202.249.22.254,GB
DEV-000899,TXN-000961,mobile_android,30.3.246.125,SG
DEV-000900,TXN-000759,pos_terminal,209.36.112.191,SG
DEV-000901,TXN-000474,web,79.67.87.35,NZ
DEV-000902,TXN-001873,mobile_ios,147.177.220.220,US
DEV-000903,TXN-000799,mobile_ios,190.96.185.164,NZ
DEV-000904,TXN-001349,mobile_ios,67.150.101.106,AU
DEV-000905,TXN-001477,pos_terminal,160.175.94.74,SG
DEV-000906,TXN-000839,mobile_android,157.85.240.163,AU
DEV-000907,TXN-001387,pos_terminal,192.137.136.116,GB
DEV-000908,TXN-001152,mobile_ios,204.147.134.73,AU
DEV-000909,TXN-001049,pos_terminal,63.74.13.8,US
DEV-000910,TXN-000119,,209.119.53.30,NZ
DEV-000911,TXN-000644,mobile_android,40.90.186.243,US
DEV-000912,TXN-001447,mobile_android,67.50.131.1,SG
DEV-000913,TXN-999999,mobile_android,161.142.130.78,GB
DEV-000914,TXN-001612,pos_terminal,178.11.240.213,US
DEV-000915,TXN-001053,mobile_ios,78.29.220.60,US
DEV-000916,TXN-001344,pos_terminal,29.163.134.58,NZ
DEV-000917,TXN-000649,,166.110.160.148,NZ
DEV-000918,TXN-001028,web,136.202.1.71,SG
DEV-000919,TXN-000527,pos_terminal,163.105.101.200,NZ
DEV-000920,TXN-999999,web,53.120.228.165,NZ
DEV-000921,TXN-000949,mobile_ios,73.10.6.22,SG
DEV-000922,TXN-000229,mobile_android,151.172.227.189,US
DEV-000923,TXN-000541,web,215.203.239.196,AU
DEV-000924,TXN-000777,mobile_ios,211.50.239.197,GB
DEV-000925,TXN-000017,web,205.67.20.90,SG
DEV-000926,TXN-001282,,18.149.71.148,US
DEV-000927,TXN-001588,atm,69.180.125.114,US
DEV-000928,TXN-000866,mobile_ios,201.34.138.133,SG
DEV-000929,TXN-000516,mobile_android,191.59.126.128,NZ
DEV-000930,TXN-000126,atm,212.148.44.255,SG
DEV-000931,TXN-000866,mobile_ios,222.105.213.98,SG
DEV-000932,TXN-001518,mobile_ios,139.43.207.75,AU
DEV-000933,TXN-001494,mobile_android,202.92.41.5,GB
